OC_omid,issn,EP_id,Publications_in_venue,Open Access
62203757366,['0949-149X'],441834,1,Unknown
62203930,['2212-0416'],479186,1416,Unknown
622039800,"['0037-8984', '1777-5469']",481694,1372,Unknown
6220411073,"['1467-8365', '0141-6790']",438098,914,Unknown
622042831,['2300-6250'],494669,163,True
62204296,['0166-4328'],343622,17359,Unknown
622047104,['1698-580X'],473970,174,True
622047118,"['1889-7304', '2340-3144']",504635,53,True
622047345,"['1888-8992', '1989-2209']",478774,168,Unknown
622049836,"['1988-2793', '1130-2496']",482873,546,True
622050589,"['2519-447X', '2519-2396']",499105,193,Unknown
622050842,"['1872-8308', '0376-6357']",470217,5960,Unknown
6220538532,"['1572-8676', '1568-7759']",445717,919,Unknown
6220550437,"['1474-0540', '0959-7743']",438798,888,Unknown
62205528,"['1745-3984', '0022-0655']",442803,1614,Unknown
6220555483,"['2047-1025', '2047-1033']",485604,299,Unknown
6220570915,['2732-1002'],504129,2,True
6220570918,"['2732-1460', '2732-0707']",502981,6,Unknown
622059021,"['1572-8110', '1381-2416']",442028,1108,Unknown
6220598783,"['2366-2891', '0021-4019']",442243,32,Unknown
622061031,"['1572-8404', '0169-3867']",438458,1657,Unknown
6220628860,"['1361-9462', '1743-7997']",439475,682,Unknown
6220629009,"['1362-024X', '1752-2307']",483762,77,Unknown
622064595,"['2214-9953', '2214-9961']",486806,137,Unknown
6220649193,"['1613-3641', '0936-5907']",439225,619,Unknown
6220733039,"['1474-0052', '0968-5650']",440662,368,Unknown
6220740834,"['0044-2305', '2196-4726']",448250,270,Unknown
6220750730,"['1470-1308', '0950-236X']",416348,896,Unknown
6220766320,"['2042-7832', '2042-7824']",476982,47,Unknown
6220766359,"['2042-7891', '2042-7905']",476687,172,Unknown
6220766404,"['2042-7913', '2042-7921']",477661,189,Unknown
6220774369,['1875-7103'],484445,7,True
6303295027,['0168-275X'],484445,19,Unknown
6220802679,"['2256-9421', '1774-4296']",483419,180,Unknown
6220821520,"['0144-0365', '1744-0564']",443198,449,Unknown
6220824276,"['1476-8062', '1476-8070']",441757,765,Unknown
6220825218,"['1745-5197', '1476-8690']",475800,80,Unknown
6220829944,"['1366-5626', '1758-7859']",436085,942,Unknown
6220855082,"['2194-5071', '1016-362X']",471302,144,Unknown
6220898977,"['0266-5433', '1466-4518']",445848,948,Unknown
6220919538,['1695-2618'],484634,133,True
6220919575,['1697-2600'],472937,339,True
6220919616,['1699-3950'],475044,129,True
622094227,"['1857-2685', '2345-1149']",488679,55,Unknown
622094369,['1857-6052'],504621,3,True
622094387,"['1857-7172', '1857-8055']",478519,11,True
6220978993,"['2190-6262', '0049-8637']",448260,473,Unknown
6220987364,"['2104-3825', '0035-3264']",446625,384,Unknown
62301014080,"['1875-7405', '0927-3131']",446748,239,Unknown
6230101797,"['1741-0819', '2405-5093']",470574,86,Unknown
6230104515,"['1059-440X', '2049-6710']",485785,244,Unknown
62301049587,['2084-1264'],484799,114,True
62301049618,"['2084-4131', '2084-4115']",486501,77,True
62301053506,['2196-0739'],480392,146,True
62301066617,"['2468-0958', '2468-0966']",495217,15,Unknown
62301074038,"['0332-1592', '2034-6506']",445657,237,Unknown
62301076543,"['2213-4905', '2213-4913']",486511,110,Unknown
62301085517,"['0029-1943', '1504-2901']",339814,148,True
62301089391,"['1743-1662', '1742-2906']",469861,152,Unknown
62301109898,"['1463-1652', '1468-2400']",442038,291,Unknown
62301131774,['2081-1640'],484967,195,True
62301131826,"['2658-2848', '2081-2264']",499032,10,True
62301131875,['2081-2515'],503014,43,Unknown
62301131886,"['1898-7435', '2081-321X']",499131,35,True
62301131981,"['2081-4461', '2449-9781']",500431,9,Unknown
62301243838,"['2001-7766', '2001-9076']",483649,39,True
62301243865,['2001-967X'],496651,31,True
62301243883,"['2001-9866', '1652-4772']",471316,33,True
62301243896,['2002-0104'],484639,31,True
62301243945,"['1103-8152', '2002-0503']",340400,71,True
62301244044,['2002-2867'],491673,67,True
62301244076,"['0904-6380', '2002-3898']",340162,39,Unknown
62301244102,"['1102-7355', '2002-3901']",439732,192,True
62301249953,"['1058-3947', '1876-5610']",486499,156,Unknown
62301255516,"['2719-7476', '1643-8191']",484770,77,True
62301255569,"['2719-7522', '2084-0578']",485306,25,True
62301255578,"['2719-7530', '0209-3782']",490513,77,True
62301255605,"['2719-826X', '1733-1218']",500311,405,True
623012761,"['1470-2738', '0143-005X']",341737,7307,Unknown
623012865,"['1461-7374', '0143-0343']",341125,1427,Unknown
62301334588,"['1474-9475', '1750-0125']",484094,155,Unknown
62301364528,['1549-2230'],485588,196,True
623014133,"['0964-8410', '1467-8683']",439531,1228,Unknown
623014165,"['1468-2389', '0965-075X']",426559,1017,Unknown
623014200,"['1360-0443', '0965-2140']",341947,10732,Unknown
62301427171,"['2616-7662', '2309-1606']",491147,38,True
62301437285,"['1478-1700', '1751-2921']",471870,409,Unknown
62301484693,['2444-0043'],488897,76,True
62301484710,['2444-0132'],488856,20,True
62301484715,['2444-0221'],491170,97,True
62301484732,"['0213-1382', '2444-023X']",491578,62,True
62301500417,"['2043-7897', '2326-9995']",476909,671,Unknown
62301500530,"['2043-8206', '2043-8214']",478609,848,Unknown
6230150518,"['0024-855X', '1890-5455']",341002,2,True
62301529441,"['2524-0757', '2524-0749']",501809,93,True
623015308,"['1475-7575', '0300-4279']",471814,1584,Unknown
623015315,"['0300-4430', '1476-8275']",440005,4261,Unknown
62301559079,['1664-0136'],480524,107,True
62301585846,"['2192-0885', '2753-8494']",503331,18,True
62301589640,"['0001-6446', '1588-2667']",480008,334,Unknown
62301605015,['1896-8279'],490936,19,Unknown
62301605204,['1896-222X'],502394,15,True
62301605210,['1896-3307'],477767,44,Unknown
62301605305,['1896-4591'],502560,4,Unknown
62301605478,['1896-9038'],490512,20,True
62301632109,['2068-3472'],504135,3,True
62301633261,['1450-3417'],475107,147,True
62301633290,['1450-5061'],494982,3,Unknown
62301638434,['1697-5197'],485462,53,True
62301654502,"['1988-270X', '1132-8312']",482891,96,Unknown
62301654518,"['1988-2718', '0556-6533']",482382,127,Unknown
62301654546,"['1988-2734', '0214-400X']",482037,105,True
62301654568,"['0212-999X', '1988-2815']",471158,126,True
62301654592,"['1988-2823', '1133-0406']",482893,56,Unknown
62301654606,"['1131-558X', '1988-2831']",482877,132,True
62301654635,"['0034-8244', '1988-284X']",481665,112,True
62301654667,"['1988-2858', '1132-1873']",486520,135,Unknown
62301654716,"['0210-4210', '1988-2890']",485699,112,True
62301691723,"['2536-4200', '1408-0419']",483142,5,True
62301700900,"['1392-0448', '1648-9101']",498647,86,True
62301701099,['1649-7341'],473307,11,Unknown
62301702693,"['2719-3101', '1896-3226']",502817,11,Unknown
62301702698,"['2719-7379', '1899-7694']",484842,38,Unknown
62301729103,"['1477-5700', '1741-2676']",439305,427,Unknown
62301749323,"['2519-8971', '2519-898X']",493932,109,Unknown
62301754071,['2063-7330'],486027,62,True
62301754102,"['2063-9961', '2063-8647']",491092,6,Unknown
62301754107,['2063-8825'],487368,1,True
62301754112,"['2064-8243', '2063-9538']",487696,117,Unknown
62301754197,['2064-2199'],484196,181,True
62301757560,"['2663-0273', '2663-0265']",498781,2,True
62301757589,"['2309-8813', '2663-0362']",499542,4,True
62301757599,"['2663-0575', '2663-0583']",496594,67,True
62301757624,"['2617-2607', '2663-0621']",500579,12,True
62301766179,['2501-1596'],488558,63,Unknown
62301766235,"['2501-1960', '2501-3165']",494633,230,True
62301766272,"['2393-137X', '2501-3386']",486240,6,Unknown
62301766278,"['2501-5591', '2559-4141']",493321,2,True
62301771970,['1019-8288'],482742,8,Unknown
62603543359,"['2750-977X', '1019-8288']",482742,13,Unknown
6603858581,"['1019-8288', '2750-977X']",482742,15,Unknown
62301773291,['2331-1983'],485377,491,True
62301776427,['2534-8418'],491365,2,Unknown
62301776438,['2534-9228'],502012,21,Unknown
62301776450,['2534-9260'],502458,28,True
62301776457,"['2534-952X', '2534-9538']",493294,24,True
62301776468,"['2534-9597', '2535-0145']",498356,27,True
62301787317,"['2031-5929', '2294-8775']",483490,43,Unknown
62301787330,"['2031-5937', '2295-9041']",485406,124,Unknown
62301787344,['2031-8502'],488665,3,Unknown
62301790523,"['2397-883X', '2397-8821']",491384,238,Unknown
62301791802,"['0332-205X', '2565-6325']",482180,41,True
62301793834,"['2101-0137', '0984-2292']",441029,266,Unknown
62301803186,"['1468-2362', '1367-0271']",441718,481,Unknown
623018318,"['0361-073X', '1096-4657']",415410,1445,Unknown
623018334,"['1096-4665', '0739-9332']",341081,2329,Unknown
62301843509,"['1749-5687', '1749-5679']",470910,493,Unknown
62301844287,"['1749-5032', '1755-1676']",474731,246,Unknown
62301875011,"['2519-4518', '2617-2372']",501767,4,True
62301875082,['2617-2682'],498828,39,True
62301875197,"['2617-7811', '2617-3107']",497063,43,True
62301886595,"['2634-7636', '2634-7644']",503944,2,Unknown
62301896310,"['1947-5039', '1947-5020']",477418,175,Unknown
62301909681,['2255-2057'],488311,11,True
62301910503,['2255-1824'],490020,10,True
62301910510,['2255-1905'],500162,13,True
62301910526,['2255-2081'],490985,6,Unknown
62301910566,['2255-2715'],492980,5,True
62301910570,['2255-2863'],503474,236,True
62301926837,['2003-0401'],498329,38,True
62301926855,['2003-0924'],497086,3,Unknown
62301936377,"['0211-2175', '2340-5236']",451005,92,True
62301939765,['2036-4091'],485765,356,True
62301943255,"['2310-9262', '2415-7554']",499485,107,True
62301944972,['2352-6734'],484997,344,Unknown
62301977313,['2444-0809'],502745,1,True
62301977321,['2444-121X'],502833,4,True
62301977325,['2444-1309'],491584,118,True
62301977352,"['1135-416X', '2444-1449']",488109,22,True
62301977363,"['1135-4178', '2444-1457']",488110,9,True
62301977367,['2444-1538'],488755,27,True
62301977377,['2444-1961'],497953,52,Unknown
62301977393,['2444-2607'],497198,16,True
62301977400,"['2444-250X', '2444-2887']",494589,43,True
62301977401,['2444-2925'],486734,130,True
62301977431,"['1698-7446', '2444-3107']",486454,10,Unknown
62301977438,"['2444-3239', '2174-1859']",488867,36,True
62301977478,"['2387-1733', '2444-3484']",487583,7,True
62301977483,"['2444-3565', '0213-2095']",448010,18,Unknown
62301983397,['2392-3113'],486595,11,True
62301983409,"['2449-6715', '2392-3644']",490393,6,Unknown
62301985906,"['1791-4884', '1105-1639']",487575,74,True
62301985940,['1791-5155'],480029,12,Unknown
62301989163,['2013-9144'],491158,66,Unknown
62301989171,"['1136-5781', '2013-9470']",486880,6,True
62301989174,['2014-038X'],487715,68,True
62301989214,['2014-1130'],478166,45,True
62301989231,['2014-1394'],490834,2,True
62301989233,['2014-1408'],480568,8,True
62301989319,['2014-2862'],483904,61,True
62301989346,['2014-3567'],483905,32,True
62301989371,['2014-3575'],485037,57,True
62301989398,['2014-3591'],486047,70,True
62301989424,['2014-3605'],480252,57,True
62302002276,"['0082-2884', '2040-8706']",478837,261,Unknown
62302002467,"['1568-5322', '0082-5433']",447807,783,Unknown
623020149,"['1467-8527', '0007-1005']",438645,1575,Unknown
623020192,"['1467-8543', '0007-1080']",438650,1717,Unknown
62302022474,"['0208-6107', '2353-9631']",496678,60,True
623020237,"['0007-1102', '2044-8317']",438653,1316,Unknown
62302065721,"['2405-836X', '2405-8351']",490525,40,Unknown
62302071721,"['1751-4193', '1751-4207']",474953,77,Unknown
62302076128,"['2657-3571', '1895-247X']",485702,83,Unknown
62302145269,"['1867-1705', '1867-1691']",475752,124,True
623021472,['0022-3999'],425633,10306,Unknown
62302164134,['2165-8722'],496780,15,Unknown
62302198646,"['2307-3705', '2518-1866']",485476,56,True
62302207104,"['1424-4896', '2296-4150']",471255,147,True
62302236611,"['0210-9611', '2445-1908']",481998,2,Unknown
62302236613,"['2445-2262', '0210-7287']",498410,24,True
62302236627,['2445-2378'],488798,11,True
62302236639,['2445-267X'],482038,49,Unknown
670778448,['0214-4212'],482038,19,Unknown
62302236668,['2445-3064'],471066,19,True
62602028051,['1133-682X'],471066,87,True
62302236674,['2445-3269'],490645,13,Unknown
62302243257,"['1612-1651', '2191-5784']",469019,234,Unknown
6230230542,"['2051-5553', '2051-5561']",485263,159,Unknown
62302420590,"['2312-1548', '2312-8801']",488395,32,Unknown
62302420603,"['2312-1661', '2312-8984']",488397,89,Unknown
623024265,"['1360-3124', '1464-5092']",441904,978,Unknown
623024269,"['1464-519X', '0260-1370']",441909,1495,Unknown
623024295,"['0020-739X', '1464-5211']",441925,4240,Unknown
62302452,"['1469-3526', '0960-8788']",438635,1094,Unknown
623025653,['0040-0912'],440076,2128,Unknown
62302592259,['1805-8825'],484881,35,True
62302605310,['2271-6092'],488489,494,True
62302607753,"['2295-9718', '1250-7334']",437874,401,Unknown
62302621190,['2084-6991'],485231,64,Unknown
62302621349,['2084-9257'],501902,54,True
62302650560,['2335-7959'],486578,14,Unknown
62302651648,"['2633-2930', '2633-2922']",503943,7,Unknown
62302686289,"['1135-6618', '1885-8031']",473939,301,True
62302687258,"['1885-8309', '1885-8155']",483468,77,True
62302687312,['1885-8996'],499500,65,True
62302687383,['1886-1881'],490261,96,True
623027247,"['1362-3613', '1461-7005']",438299,2017,Unknown
62302740784,"['0076-6097', '1745-817X']",340242,585,Unknown
62302758321,"['2044-0138', '2044-0146']",480192,227,Unknown
62302758359,"['2044-0243', '2044-0251']",483650,179,Unknown
62302815642,['2253-6469'],490603,85,Unknown
623028558,"['1401-5439', '1651-2022']",341953,674,Unknown
623028583,"['1460-3659', '0306-3127']",341858,1799,Unknown
623028716,"['0048-8046', '1663-4446']",485867,483,Unknown
6230302563,"['1759-7196', '1759-7188']",479022,146,Unknown
623030263,"['0765-0752', '1777-5418']",490024,1107,Unknown
623030288,"['2105-2913', '0556-7807']",470662,1411,Unknown
62303067850,"['0070-2749', '2468-9300']",439774,99,Unknown
62303071995,"['1573-1936', '1358-3883']",447432,695,Unknown
62303098189,"['1568-5349', '0042-7543']",448068,399,Unknown
62303115771,"['1574-3012', '1023-0807']",476895,203,Unknown
623031944,"['0278-4319', '1873-4693']",441873,3306,Unknown
623033878,"['1860-7330', '1860-7349']",471606,636,Unknown
62303455213,"['2284-9378', '2284-936X']",498723,4,True
62303482173,"['1849-174X', '0021-6925']",481592,1,True
6230351467,"['0183-973X', '2259-8863']",451595,210,Unknown
6230351798,"['2102-5452', '0221-6280']",482046,324,Unknown
62303524159,"['2457-7715', '1224-3086']",487278,1,True
62303524161,"['1224-4112', '2069-6191']",503480,7,True
62303524170,"['2734-8350', '1224-6271']",495350,8,True
62303798001,"['1724-0646', '1592-1328']",483299,2,Unknown
623038512,"['1573-191X', '0039-3746']",447273,1225,Unknown
6230397721,"['1437-2053', '1874-6373']",470665,276,Unknown
6230400570,"['1613-3838', '0341-7638']",443214,367,Unknown
62304107,"['1617-6278', '0939-6314']",341925,1203,Unknown
623041960,"['0006-8977', '1421-9743']",438614,2328,Unknown
623041985,['0006-8993'],341662,103430,Unknown
62304292,"['1573-1847', '1046-560X']",443713,1067,Unknown
6230500447,"['2050-4837', '2050-4845']",487028,87,Unknown
623052934,['0028-3932'],343512,13581,Unknown
6230543646,['0001-415X'],484388,169,Unknown
6230578485,"['1368-2679', '1758-9142']",483086,263,Unknown
623058226,['1695-7121'],473666,578,True
623058833,"['1734-7513', '2720-3697']",504531,18,Unknown
623061287,['2757-0983'],500472,9,Unknown
623063953,"['1613-0650', '0003-9101']",438009,738,Unknown
6230645450,"['1545-5920', '0894-9468']",448059,764,Unknown
623068571,"['0269-2821', '1573-7462']",438116,1669,Unknown
6230716735,"['2040-3240', '2040-3232']",476973,118,Unknown
6230716770,"['2040-3283', '2040-3275']",486833,111,Unknown
6230716857,"['2040-3518', '2040-350X']",489739,225,Unknown
6230903861,"['1744-9200', '1744-9219']",470230,439,Unknown
6230982989,"['2281-1559', '0035-6190']",489601,25,Unknown
62401064184,['0130-2655'],498354,11,Unknown
62401072475,"['2585-9145', '1335-0102']",483064,6,Unknown
62401072484,"['2453-7845', '1336-9148']",489503,23,Unknown
62401072493,"['0021-5597', '1338-4287']",481591,249,Unknown
62401072546,['1339-9357'],483066,81,Unknown
62401112010,"['2081-6081', '2657-9332']",497500,31,True
62401112030,"['1804-5383', '1805-2797']",485047,47,Unknown
62401112069,"['1805-3238', '1801-1764']",486155,61,True
62401112143,['1805-3726'],487676,60,Unknown
62401112237,"['1805-4722', '2464-5362']",489895,34,Unknown
62401112240,"['1805-4862', '1805-4854']",480327,267,Unknown
6240112184,"['1469-2171', '0960-7773']",439481,913,Unknown
62401151854,['2056-6700'],487637,292,True
62401209,"['1467-9507', '0961-205X']",446994,1361,Unknown
62401218138,"['0040-7518', '2352-1163']",447776,73,Unknown
62401218195,"['0040-7585', '1571-8190']",444374,473,Unknown
62401221238,"['1945-2330', '0197-1360']",443860,731,Unknown
62401232084,"['0399-1989', '2649-860X']",471018,16,True
62401233195,"['0348-1646', '2343-4929']",341079,23,True
62401233319,"['2066-561X', '2344-1321']",488156,50,True
62401233368,['2344-2026'],491442,17,True
62401233377,"['2344-2255', '2344-2247']",493766,14,Unknown
62401234528,['2719-9452'],496784,145,True
6701834934,['1689-7404'],496784,222,True
62401234615,"['2720-0361', '0038-853X']",487566,155,Unknown
62401234636,"['1232-1575', '2720-0515']",486414,72,True
62401234648,"['0585-5470', '2720-0531']",502235,82,True
62401234678,"['2720-0590', '0137-3218']",500596,24,True
62401234681,"['2082-7695', '2720-0825']",486037,22,Unknown
62401234684,"['2720-0833', '1233-2135']",485601,18,Unknown
62401234691,"['2080-1335', '2720-0841']",503833,29,Unknown
62401236883,"['2535-1265', '1310-3970']",486604,3,Unknown
62401240760,"['1469-9729', '1368-8804']",444697,627,Unknown
62401245512,"['2616-7646', '2617-3786']",500280,4,True
62401281656,"['1988-3110', '0066-6742']",470294,355,True
62401281855,"['1988-3080', '0213-0181']",484423,177,True
62401281885,"['1988-3102', '0210-4466']",481984,554,True
62401302338,"['2048-7827', '1547-402X']",484109,112,Unknown
62401312534,"['1758-6631', '0020-8582']",442104,955,Unknown
62401321679,"['1751-7419', '1362-704X']",451775,744,Unknown
62401321847,"['1362-7937', '2050-456X']",440992,360,Unknown
62401342039,"['1745-7823', '1745-7831']",470548,441,Unknown
62401347123,"['2210-2396', '0090-8290']",481846,264,Unknown
62401376186,"['0929-077X', '1570-0577']",437680,188,Unknown
62401388269,"['1756-493X', '1756-4921']",487031,81,Unknown
624014157,"['1057-2414', '1095-9270']",447578,1626,Unknown
6240142837,"['1890-9671', '1500-7502']",428999,35,True
6240142881,"['1891-1757', '0020-577X']",342797,193,True
6240142972,"['1891-1773', '0801-7220']",343015,57,True
62401432191,"['2516-6298', '2516-6301']",496932,108,Unknown
62401444212,"['1743-0615', '1743-0623']",470925,93,Unknown
62401444393,"['1740-7125', '1743-1638']",480212,69,Unknown
62401444442,"['0952-7648', '1743-1700']",468623,326,Unknown
62401448011,['1470-9120'],474357,92,True
62401450236,"['2620-0279', '2620-0481']",494244,81,True
62401450314,['2620-2662'],500628,21,Unknown
62401463458,"['1696-0319', '2444-0256']",490583,54,Unknown
62401478304,['1221-1249'],482979,7,Unknown
62401478317,"['1221-8111', '2065-9431']",499317,15,True
62401479569,"['2043-8567', '2043-8575']",484974,59,Unknown
624015354,"['1744-4136', '0929-7049']",439033,1130,Unknown
62401592730,"['0358-5522', '1750-2837']",343398,788,Unknown
62401610994,"['1752-6272', '1752-6280']",476938,386,Unknown
62401641487,"['0211-3589', '1988-2955']",437518,339,True
62401641535,"['0214-3038', '1988-2971']",482036,93,True
62401642471,"['1988-303X', '0210-1963']",437985,954,True
62401642514,"['1988-2912', '1578-1763']",485823,3,Unknown
62401642641,"['1133-0392', '1988-3005']",485824,2,Unknown
62401656191,"['2792-405X', '2659-3904']",503348,2,True
62401656198,"['1886-7081', '2792-4629']",484845,113,Unknown
62401657974,"['0334-4355', '2040-4786']",482184,786,Unknown
62401678013,"['1938-2545', '2194-6531']",485138,116,Unknown
62401678233,"['2194-6523', '1943-3867']",485085,221,Unknown
62401690293,"['1650-6073', '1651-2316']",439222,661,Unknown
62401699355,['2243-4690'],480576,242,True
62401699449,['2243-4712'],489447,99,True
624017057,"['1469-2112', '0007-1234']",343221,1988,Unknown
62401719701,['1477-7266'],443030,1007,Unknown
62401740027,"['0208-4589', '2543-7313']",477866,2,Unknown
62401748276,"['2663-0818', '2617-9296']",497964,17,True
62401748399,"['2664-472X', '2664-4738']",499428,178,True
62401748422,"['2307-3322', '2664-6153']",503365,23,True
62401758074,"['1946-3022', '1946-3014']",480841,229,Unknown
62401776925,"['2032-3913', '2032-3921']",476586,410,True
62401787403,"['2224-6487', '2617-3395']",498696,81,Unknown
62401814317,['0040-5612'],481707,4,Unknown
62401825270,"['0029-4845', '2406-4726']",481634,69,Unknown
62401839951,"['2519-2604', '2311-8822']",485477,45,True
62401847801,"['1210-0250', '1804-6347']",484509,6,True
62401847827,"['1804-6657', '1804-6665']",484961,138,Unknown
62401847863,['1804-6983'],498789,18,True
62401847875,['1804-7106'],483899,88,True
62401847964,['1804-8285'],484865,147,Unknown
62401848012,"['1804-848X', '2336-1220']",477636,111,True
62401848136,['1804-9796'],486044,46,Unknown
62401848160,['1804-980X'],483824,20,Unknown
62401848175,['1805-0603'],487520,12,True
624018518,"['1386-2820', '1572-8447']",440356,1219,Unknown
62401855778,['1458-3410'],470400,14,Unknown
62401862833,"['0213-2028', '2254-6774']",482019,234,Unknown
624018717,"['1810-5467', '1727-7051']",475630,1075,True
62401894209,['2311-9489'],498725,83,True
62401894295,['2312-5160'],497565,55,True
62401894381,"['2312-3265', '2313-2116']",488759,83,True
62401898730,"['2414-990X', '2224-9281']",488891,49,True
62401898766,['2414-9942'],491161,30,True
62401901127,['2255-3401'],488017,34,True
62401901183,"['2255-3495', '0213-201X']",498314,133,Unknown
62401901281,['2255-3827'],487216,50,True
62401901287,"['2255-3835', '0214-4379']",496403,75,True
62401901311,['2255-4165'],486423,36,True
62401901322,['2255-4505'],485571,35,True
62401927623,['2530-6847'],496949,24,Unknown
62401927640,['2530-7134'],498920,7,Unknown
62401927658,"['2530-7878', '1133-0902']",490900,68,Unknown
62401927693,['2530-7940'],491448,81,True
62401927724,['2530-8157'],496996,51,True
62401927767,"['1131-6810', '2530-8343']",482879,11,Unknown
62401927780,"['2530-9269', '1577-4147']",493623,89,True
62401927800,['2530-934X'],495329,11,True
62401927806,['2530-9420'],502259,3,True
62401927808,['2530-9455'],496377,23,Unknown
62401927819,"['2530-9900', '1136-5536']",500682,32,True
62401945488,"['0236-6568', '1588-2772']",441287,165,Unknown
62401949023,['1803-3857'],477006,145,True
62401949068,"['2571-0966', '1803-4136']",481378,146,True
62401949155,"['2336-4564', '1803-4950']",490493,5,Unknown
62401949157,"['1803-537X', '1803-6805']",485552,284,True
62401961913,"['2386-3889', '0213-2079']",482022,140,True
62401962327,['2386-2629'],483651,19,True
62401962332,['2386-2637'],488628,73,Unknown
62401962449,['2386-3374'],488006,16,True
62401962453,['2386-3730'],488587,50,Unknown
62401962513,"['0212-0267', '2386-3846']",482008,42,True
62401962549,"['2386-3927', '2386-3919']",490151,97,True
62401962571,['2386-3935'],488601,85,Unknown
62401962581,"['0514-7336', '2386-3943']",482357,154,True
62401965209,['2625-378X'],499206,2,True
62401965211,"['2625-4328', '0170-6241']",448297,6,Unknown
62401977275,"['1791-7573', '1106-661X']",482797,39,True
62401977289,"['1791-7603', '1790-3572']",486143,56,True
62401990763,['1131-768X'],482880,102,True
62401990795,['1131-883X'],489053,3,True
62401990796,"['1132-0265', '2253-8321']",471053,114,True
62401990841,"['1132-0559', '2173-4712']",485512,347,True
62401993598,"['0082-6049', '1782-1576']",447892,283,Unknown
62401993805,"['2031-0234', '0083-5897']",448041,780,Unknown
62402001494,"['1392-5016', '1648-665X']",498649,244,True
62402018568,"['1145-3370', '2101-0420']",482927,555,Unknown
62402020428,"['2044-0014', '0075-4390']",444002,988,Unknown
62402065596,"['1751-4517', '1751-4525']",471936,264,Unknown
62402126809,['2605-1044'],494251,94,True
62402127293,"['1888-8143', '2605-082X']",498655,67,True
62402127356,"['1576-8767', '2605-1680']",483276,10,Unknown
62402127379,['2605-1931'],498849,14,True
62402127390,['2605-1982'],498973,59,True
62402127424,['2605-2822'],500701,9,True
62402143324,['2617-5940'],498544,14,Unknown
62402143459,"['2410-1915', '2616-423X']",499949,5,True
62402143467,"['2616-4264', '2410-1311']",500277,4,True
62402198771,"['0106-8040', '2246-4522']",481855,71,Unknown
62402198922,['2247-0514'],486216,52,True
62402198988,"['2247-4455', '2285-9632']",484818,3,True
624023089,"['0142-159X', '1466-187X']",444721,6333,Unknown
624023288,['0142-5455'],449614,1594,Unknown
624023298,"['1465-3346', '0142-5692']",422307,1949,Unknown
62402372422,"['1940-8412', '0305-7267']",447276,435,Unknown
62402380250,"['1746-1979', '1746-1987']",470865,332,Unknown
624024565,"['0020-8523', '1461-7226']",341294,1736,Unknown
6240255785,"['1746-5729', '2042-8731']",487794,549,Unknown
624025915,"['1461-7129', '0959-6801']",440446,587,Unknown
624025980,"['1059-7123', '1741-2633']",437275,820,Unknown
62402626662,"['1755-1714', '1743-4521']",484903,492,Unknown
62402631542,['1734-5537'],480757,45,Unknown
62402631577,['1734-5669'],484685,4,Unknown
62402631607,['1734-6029'],484899,256,Unknown
62402631731,"['2300-7621', '1734-9923']",485728,48,True
62402644552,"['1392-3358', '2335-8890']",474153,151,True
62402657039,['1757-5818'],476664,545,Unknown
62402789,"['1436-6304', '0171-6468']",445493,1343,Unknown
62402835359,"['1568-3540', '1568-3532']",437682,2,Unknown
6240284324,"['2523-4153', '2523-4145']",498530,14,True
6240284397,"['2523-4463', '2523-4749']",504658,32,True
6240284420,"['2523-451X', '2519-8564']",494054,152,True
62402851887,"['2720-2305', '0302-7384']",488960,18,Unknown
624028682,['1054-139X'],425478,9370,Unknown
62402893,['0893-6080'],445118,6036,Unknown
6240290483,"['1759-7536', '1759-7544']",484918,169,Unknown
6240295222,"['1476-7732', '1476-7724']",440981,760,Unknown
624030200,['0167-2681'],442778,5818,Unknown
62403055947,['1407-3110'],486576,8,Unknown
62403055949,['1407-5229'],503205,3,True
62403056072,"['1581-1271', '1408-2616']",471331,19,True
62403057309,['2078-8142'],498409,7,True
62403104222,"['0872-8380', '2182-7427']",483532,188,True
624031624,"['1873-7986', '0167-7187']",340957,2139,Unknown
624031686,"['0167-7411', '1572-8749']",447799,1134,Unknown
6240338992,"['2044-2394', '1369-4154']",444158,542,Unknown
62403438038,['1643-8442'],498678,6,True
62403440271,"['2536-5622', '1800-7074']",502398,1,Unknown
624034532,"['1474-0699', '0041-977X']",339888,2412,Unknown
62403529752,['1828-9363'],497004,6,True
62403541653,"['1895-3735', '2353-6977']",484757,1,True
624037053,"['1989-9998', '1696-8166']",483372,160,True
62403706108,['0044-2666'],475112,1,Unknown
624037945,"['1613-3692', '0037-1998']",446883,2583,Unknown
6240388354,"['1613-0790', '0342-1422']",445223,505,Unknown
624039412,['0887-6045'],443724,1567,Unknown
62404077,"['0007-1129', '2044-8341', '1476-0835']",446200,2991,Unknown
624044625,"['1469-8145', '0028-6885']",340478,2159,Unknown
624048244,"['1800-8763', '1800-8755']",483667,82,True
6240487356,['2050-5833'],480616,143,True
624049290,['0145-2134'],341056,7680,Unknown
624049794,['1899-0983'],477719,80,Unknown
624049795,"['2392-1617', '1899-315X']",486875,27,True
624049798,"['1899-4601', '2449-9005']",502022,24,Unknown
624050181,['2000-7426'],476866,211,True
624050520,"['2392-0041', '1899-3192']",498953,1045,Unknown
624051582,"['0027-7738', '1756-2279']",445024,1033,True
624051648,"['0261-3875', '1748-121X']",493447,1082,Unknown
624051673,"['0261-510X', '2044-835X']",343162,1525,Unknown
624051678,"['1879-3193', '0261-5177']",341163,4483,Unknown
