EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
485420,115,Almagest: International Journal for the History of Scientific Ideas,Greece,"History, History & Philosophy of Science",2
477752,257,Contemporary Women's Writing (CWW),United Kingdom,Literature,1
486169,16,Romanian Journal of Population Studies,Romania,"Demography, Gender Studies, History, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Sociology",7
473655,92,Papeles del CEIC,Spain,"Interdisciplinary research in the Social Sciences, Sociology",2
489696,11,IC Revista Científica de Información y Comunicación,Spain,Media Studies and Communication,1
441769,961,International Journal of Bilingualism,United Kingdom,Linguistics,1
504672,38,Journal of Philosophy in Schools,United Kingdom,"History, History & Philosophy of Science, Philosophy",3
425901,3011,Infant Behavior and Development,Netherlands,Psychology,1
504104,122,Journal of Work-Applied Management,United Kingdom,"Business and Management, Interdisciplinary research in the Social Sciences",2
340261,1630,Review of International Economics,United Kingdom,Human Geography and Urban Studies,1
413502,2135,Memory,United Kingdom,Psychology,1
484508,88,Studium: Tijdschrift voor Wetenschaps- en Universiteits-geschiedenis,Netherlands,"History, History & Philosophy of Science",2
484408,14,De Zeventiende Eeuw,Netherlands,"Art and Art History, History",2
486528,41,Journal of Chinese Military History,Netherlands,History,1
484769,50,Widok. Teorie i praktyki kultury wizualnej,Poland,"Art and Art History, Cultural Studies",2
447213,64,Studi francesi,Italy,Literature,1
447226,32,Studia Leibnitiana,Germany,Philosophy,1
340656,706,Studia Linguistica,United Kingdom,Linguistics,1
491134,123,Intersections. East European Journal of Society and Politics,Hungary,"Anthropology, Media Studies and Communication, Demography, Law, Political Sciences and International Relations, Sociology, Interdisciplinary research in the Social Sciences",7
490456,69,Ecocycles,Hungary,"Anthropology, Environmental Studies",2
502884,1,RussianStudiesHu,Hungary,"History, History & Philosophy of Science, Political Sciences and International Relations, Literature, Interdisciplinary research in the Humanities",5
485137,223,Language Learning in Higher Education,Germany,"Linguistics, Pedagogical & Educational Research",2
478744,91,European Criminal Law Review,Germany,"Law, Political Sciences and International Relations",2
482949,4,Knihy a dějiny,Czechia,Literature,1
486936,143,E-LOGOS Electronic Journal for Philosophy,Czechia,Philosophy,1
488112,2,Teologická reflexe,Czechia,Religious Studies and Theology,1
485407,72,Politologický časopis,Czechia,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
471379,329,América Latina Hoy,Spain,"Anthropology, Gender Studies, History, Cultural Studies, Economics, Law, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",12
482920,144,Historia Agraria,Spain,"History, Interdisciplinary research in the Social Sciences",2
487483,88,Pecunia: Revista de la Facultad de Ciencias Económicas y Empresariales,Spain,"Business and Management, Economics",2
496737,52,MAGISTER. Revista de formación del profesorado e innovación educativa,Spain,Pedagogical & Educational Research,1
340169,6183,Acta Psychologica,Netherlands,Psychology,1
340919,1580,Acta Sociologica,Denmark,Sociology,1
488848,92,"БизИнфо (Блаце) Часопис из области економије, менаџмента и информатике",Serbia,"Business and Management, Economics, Interdisciplinary research in the Social Sciences, Social Statistics and Informatics",4
501725,146,Pravni zapisi - Časopis Pravnog fakulteta Univerziteta Union u Beogradu,Serbia,"History, Law, Interdisciplinary research in the Social Sciences",3
504025,10,"Communiars. Revista de Imagen, Artes y Educación Crítica y Social",Spain,"Art and Art History, Pedagogical & Educational Research",2
490677,3,SCIO. Revista de Filosofía,Spain,Philosophy,1
471275,111,TRANS. Revista de Traductología,Spain,"Interdisciplinary research in the Humanities, Linguistics",2
487443,127,Cambridge Journal of International and Comparative Law,United Kingdom,Law,1
495360,48,Journal of Scientific Papers “Social development & Security”,Ukraine,"Economics, Law, Philosophy",3
496390,7,"Вісник післядипломної освіти: збірник наукових праць. Серія «Соціальні та поведінкові науки». Психологія, економіка, державне управління. Категорія «Б»",Ukraine,"Interdisciplinary research in the Social Sciences, Business and Management, Economics, Law, Political Sciences and International Relations, Psychology",6
482098,126,Literatüra,Lithuania,Literature,1
481906,320,BMGN - Low Countries Historical Review,Netherlands,History,1
470013,422,Sociétés & Représentations,France,"History, Sociology, Interdisciplinary research in the Social Sciences",3
441823,815,International Journal of Early Years Education,United Kingdom,Pedagogical & Educational Research,1
498002,8,HISTORIJSKI POGLEDI,Bosnia and Herzegovina,"Cultural Studies, Demography, History, Interdisciplinary research in the Humanities, Political Sciences and International Relations, Religious Studies and Theology",6
504019,22,"INSAM Journal of Contemporary Music, Art and Technology",Bosnia and Herzegovina,"Art and Art History, Gender Studies, History, History & Philosophy of Science, Cultural Studies, Film and Theatre Studies, Science and Technology Studies, Sociology, Musicology, Pedagogical & Educational Research, Philosophy, Interdisciplinary research in the Humanities",12
504534,5,Journal of Social and Technological Development,Bosnia and Herzegovina,"Classical Studies, Media Studies and Communication, Business and Management, Economics, Law, Political Sciences and International Relations, Science and Technology Studies, Sociology, Environmental Studies, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Social Sciences",12
441730,711,International Journal for Academic Development,United Kingdom,Pedagogical & Educational Research,1
469068,208,Polish Psychological Bulletin,Poland,Psychology,1
469068,224,Polish Psychological Bulletin,Poland,Psychology,1
501806,10,Acta Politica Polonica,Poland,"History, History & Philosophy of Science, Media Studies and Communication, Political Sciences and International Relations, Sociology, Environmental Studies, Philosophy, Interdisciplinary research in the Social Sciences",8
496974,14,Analizy i Studia CASP,Poland,"Economics, Law",2
498582,11,"Annales Universitatis Mariae Curie-Sklodowska. Sectio N, Educatio Nova",Poland,"Linguistics, Literature, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",6
502117,12,Vista,Portugal,"Art and Art History, Cultural Studies, Media Studies and Communication, Sociology",4
504078,9,Ophiussa – Revista do Centro de Arqueologia da Universidade de Lisboa,Portugal,Archaeology,1
488906,10,Revista Internacional em Língua Portuguesa (RILP),Portugal,"Classical Studies, Cultural Studies, Environmental Studies, History, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Pedagogical & Educational Research, Science and Technology Studies, Sociology",11
504673,28,Metaphysics,United Kingdom,"History, History & Philosophy of Science",2
441638,1132,Innovations in Education & Teaching International,United Kingdom,Pedagogical & Educational Research,1
438921,1087,Criminal Behaviour and Mental Health,United Kingdom,Psychology,1
490750,230,European Journal of Economics and Economic Policies: Intervention,United Kingdom,Economics,1
441717,902,International Feminist Journal of Politics,United Kingdom,Gender Studies,1
339799,1195,European Accounting Review,United Kingdom,"Business and Management, Economics",2
441963,2031,International Journal of Osteoarchaeology,United Kingdom,"Anthropology, Archaeology",2
487194,28,International Journal of Strategic Innovative Marketing IJSIM,Greece,"Business and Management, Interdisciplinary research in the Social Sciences, Media Studies and Communication, Science and Technology Studies, Social Statistics and Informatics",5
478891,154,Hobbes Studies,Netherlands,Philosophy,1
468676,503,La Revue numismatique,France,History,1
494218,3,Социално-икономически анализи,Bulgaria,"Business and Management, Economics",2
484064,40,Balkan Journal of Philosophy,Bulgaria,Philosophy,1
476187,330,European Journal of Tourism Research,Bulgaria,Business and Management,1
340787,899,Science as Culture,United Kingdom,"History & Philosophy of Science, Philosophy",2
482700,43,Annales de Didactique et de Sciences Cognitives,France,Pedagogical & Educational Research,1
499466,14,Interactive Entertainment Law Review,United Kingdom,Law,1
447319,1550,Survey Review,United Kingdom,"Environmental Studies, Human Geography and Urban Studies",2
484907,27,International Journal of Regional & Local History,United Kingdom,"Cultural Studies, History",2
487001,56,Kurdish Studies,United Kingdom,"Anthropology, History, Cultural Studies, Demography, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Linguistics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
487053,402,Hegel Bulletin,United Kingdom,Philosophy,1
341449,1796,British Journal of Social Psychology,United Kingdom,Psychology,1
446719,1011,Russian Literature,Netherlands,"Cultural Studies, Literature",2
490440,36,"Erga-Logoi. Rivista di storia, letteratura, diritto e culture dell'antichità",Italy,"Archaeology, Classical Studies",2
490427,39,Chasopys sotsialno-ekonomichnoi geografii,Ukraine,Human Geography and Urban Studies,1
339805,2283,Journal of Peace Research,United Kingdom,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
437651,899,Analecta Bollandiana,Belgium,"Religious Studies and Theology, Classical Studies, History",3
487446,26,Análise Social,Portugal,"Sociology, Anthropology, History, Political Sciences and International Relations",4
485919,186,Journal of Contemporary Drama in English,Germany,"Film and Theatre Studies, Literature",2
468529,477,Du Bois Review: Social Science Research on Race,United Kingdom,Interdisciplinary research in the Social Sciences,1
486530,81,Journal of Egyptian History,Netherlands,History,1
481114,44,Internationale Neerlandistiek,Netherlands,"Linguistics, Literature",2
476358,193,Journal of Gaming & Virtual Worlds,United Kingdom,Media Studies and Communication,1
484790,323,"Journal of Aggression, Conflict and Peace Research",United Kingdom,"Law, Psychology, Interdisciplinary research in the Social Sciences",3
471037,82,Dve Domovini,Slovenia,"History, Interdisciplinary research in the Social Sciences",2
440656,39,Filozofski Vestnik,Slovenia,Philosophy,1
438947,1072,Centaurus,United Kingdom,History & Philosophy of Science,1
493352,44,Revista Española de Ciencia Política,Spain,Political Sciences and International Relations,1
425568,4378,Nature Reviews Neuroscience,United Kingdom,Psychology,1
438165,729,Asia-Pacific Journal of Teacher Education,United Kingdom,Pedagogical & Educational Research,1
441010,1283,Greece and Rome,United Kingdom,"Classical Studies, History",2
340381,2854,Neuropsychobiology,Switzerland,Psychology,1
481516,1,Archivo Ibero-Americano,Spain,"History, Interdisciplinary research in the Humanities, Religious Studies and Theology",3
419281,1123,Historiographia Linguistica,Netherlands,"History & Philosophy of Science, Philosophy, Linguistics",3
483258,1,Pro Memorie. Bijdragen tot de rechtsgeschiedenis der Nederlanden,Netherlands,History,1
446389,1746,Religious Studies: An International Journal for the Philosophy of Religion,United Kingdom,Religious Studies and Theology,1
341840,3125,Scandinavian Journal of Psychology,United Kingdom,Psychology,1
417883,4,Quaderni Storici,Italy,History,1
446305,938,Race Ethnicity and Education,United Kingdom,Pedagogical & Educational Research,1
474195,13,Survey Research Methods,United Kingdom,"Sociology, Social Statistics and Informatics",2
484828,185,Logforum,Poland,"Business and Management, Economics",2
485344,16,"Czech Journal of Social Sciences, Business and Economics",Czechia,"Economics, Interdisciplinary research in the Social Sciences",2
343478,1236,Social Anthropology,United Kingdom,Anthropology,1
444495,266,L1-Educational Studies in Language and Literature,Netherlands,"Interdisciplinary research in the Humanities, Pedagogical & Educational Research",2
342926,7608,Synthese,Netherlands,"History & Philosophy of Science, Philosophy",2
486728,89,"Geomatics, Landmanagement and Landscape",Poland,"Environmental Studies, Science and Technology Studies",2
485286,36,JANUS. Estudios sobre el Siglo de Oro,Spain,"Interdisciplinary research in the Humanities, Literature",2
477333,142,Scientific Study of Literature,Netherlands,"Literature, Interdisciplinary research in the Social Sciences",2
482179,232,Irish Studies in International Affairs,Ireland,"Economics, History, Law, Political Sciences and International Relations",4
438702,1106,Bulletin hispanique (Bordeaux),France,"Linguistics, Literature, History",3
434532,394,Tidsskrift for psykisk helsearbeid,Norway,"Interdisciplinary research in the Social Sciences, Psychology",2
341289,137,Norsk Litteraturvitenskapelig Tidsskrift,Norway,Literature,1
446499,80,Review of Rabbinic Judaism,Netherlands,Religious Studies and Theology,1
451878,540,Exemplaria : A Journal of Theory in Medieval and Renaissance Studies,United Kingdom,Literature,1
485205,101,Contabilitate şi informatică de gestiune,Romania,"Business and Management, Economics, Social Statistics and Informatics, Environmental Studies, Interdisciplinary research in the Social Sciences",5
475461,233,Diskurs Kindheits- und Jugendforschung,Germany,"Pedagogical & Educational Research, Interdisciplinary research in the Humanities",2
438112,3271,Artificial Intelligence,Netherlands,Linguistics,1
340032,1202,European Journal of Special Needs Education,United Kingdom,Pedagogical & Educational Research,1
442140,1326,Internet Research,United Kingdom,"Library and Information Science, Media Studies and Communication, Science and Technology Studies, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",5
441851,2701,International Journal of Forecasting,Netherlands,"Business and Management, Economics",2
496782,47,European Journal of Psychology and Educational Research,Netherlands,"Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Social Sciences",3
341675,770,Quality Assurance in Education,United Kingdom,Pedagogical & Educational Research,1
484111,182,Journal of Conflict Archaeology,United Kingdom,"Archaeology, History",2
448264,11,Zeitschrift für französische Sprache und Literatur,Germany,Linguistics,1
486547,70,Review of Religion and Chinese Society,Netherlands,"Interdisciplinary research in the Social Sciences, Religious Studies and Theology, Sociology",3
438204,478,Atlantic studies,United Kingdom,History,1
496453,2,Ecología Política – Cuadernos de Debate Internacional,Spain,"Environmental Studies, Interdisciplinary research in the Social Sciences, Science and Technology Studies",3
494055,2,Acotaciones. Revista de Creación e Investigación Teatral,Spain,"Film and Theatre Studies, Literature",2
503241,5,Cuadernos sobre Vico,Spain,"History & Philosophy of Science, Linguistics, Philosophy",3
430165,6027,Cognition,Netherlands,"Linguistics, Psychology",2
492920,34,Central European Journal of International and Security Studies,Czechia,Political Sciences and International Relations,1
485048,95,Masaryk University Journal of Law and Technology,Czechia,"Interdisciplinary research in the Social Sciences, Law",2
484882,5,ACTA VSFS,Czechia,Economics,1
472482,292,Cyberpsychology : Journal of Psychosocial Research on Cyberspace,Czechia,"Media Studies and Communication, Psychology",2
440942,553,German History,United Kingdom,History,1
478069,51,Cultural History,United Kingdom,"Cultural Studies, History",2
477673,236,Global Constitutionalism,United Kingdom,Political Sciences and International Relations,1
449209,951,Annales de Démographie Historique,France,History,1
441974,1422,International Journal of Physical Distribution & Logistics Management,United Kingdom,Business and Management,1
482681,16,European Journal of Theology,"United Kingdom, Netherlands",Religious Studies and Theology,1
484800,353,Quaestiones Geographicae,Poland,"Environmental Studies, Human Geography and Urban Studies",2
485957,115,Archiwum Filozofii Prawa i Filozofii Społecznej,Poland,"Law, Philosophy",2
483873,93,Studia Linguistica Universitatis Iagellonicae Cracoviensis,Poland,Linguistics,1
445564,1332,Palestine Exploration Quarterly,United Kingdom,"History, Archaeology",2
447583,330,International Journal of Transgenderism (IJT),"Germany, United States",Gender Studies,1
486480,25,Niepełnosprawność. Dyskursy pedagogiki specjalnej,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Psychology, Sociology",5
486889,59,Przegląd Prawa Ochrony Środowiska,Poland,"Environmental Studies, Law",2
490443,102,Przeglad Wschodioeuropejski,Poland,"History, Cultural Studies, Media Studies and Communication, Economics, Sociology, Linguistics, Literature, Pedagogical & Educational Research, Interdisciplinary research in the Humanities",9
485942,61,Ameryka Łacińska. Kwartalnik analityczno-informacyjny,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
470046,533,Women & Performance,United Kingdom,Gender Studies,1
486483,54,Erasmus Studies,Netherlands,History,1
447996,858,Utilitas,United Kingdom,Philosophy,1
486069,41,Nowa Polityka Wschodnia,Poland,"Cultural Studies, Economics, History, Political Sciences and International Relations, Religious Studies and Theology, Sociology",6
481545,29,Český lid. Etnologický časopis,Czechia,Anthropology,1
341519,301,Dead Sea Discoveries,Netherlands,Religious Studies and Theology,1
343541,1029,Higher Education Policy,United Kingdom,"Human Geography and Urban Studies, Pedagogical & Educational Research",2
482066,50,Folia Praehistorica Posnaniensia,Poland,Archaeology,1
499427,13,Galicja. Studia i materiały,Poland,"History, Philosophy",2
490934,23,The Polish Journal of the Arts and Culture. New Series,Poland,"Art and Art History, Cultural Studies",2
498714,9,"Annales Universitatis Mariae Curie-Sklodowska, sectio M – Balcaniensis et Carpathiensis",Poland,Political Sciences and International Relations,1
496870,18,Polonistyka.Innowacje,Poland,Literature,1
498936,22,Pedagogy and Psychology of Sport,Poland,"Sociology, Social Statistics and Informatics, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Humanities",5
500007,47,Przegląd Nauk o Obronności,Poland,"Anthropology, Science and Technology Studies, Sociology, Interdisciplinary research in the Social Sciences",4
503470,98,Polish Cartographical Review,Poland,"Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
496675,59,Acta Universitatis Lodziensis. Folia Historica,Poland,History,1
485685,58,Acta Universitatis Nicolai Copernici Zarządzanie,Poland,"Business and Management, Economics",2
485684,55,Biblica et Patristica Thoruniensia,Poland,Religious Studies and Theology,1
484062,49,Dynamic Econometric Models,Poland,Economics,1
489829,63,Social Communication,Poland,Media Studies and Communication,1
485813,53,Przegląd Nauk Historycznych,Poland,"Art and Art History, History",2
441781,1744,International Journal of Clinical and Experimental Hypnosis,United Kingdom,Psychology,1
440187,137,Elenchos,Italy,"Philosophy, Classical Studies",2
473400,255,M@ppemonde,France,Human Geography and Urban Studies,1
437225,400,Acta Musicologica,Switzerland,Musicology,1
484058,231,European Spatial Research and Policy,Poland,"Environmental Studies, Interdisciplinary research in the Social Sciences",2
439497,596,Continuity and Change,United Kingdom,History,1
493407,80,BRAIN. Broad Research in Artificial Intelligence and Neuroscience,Romania,"Science and Technology Studies, Social Statistics and Informatics, Pedagogical & Educational Research, Philosophy, Psychology, Religious Studies and Theology, Interdisciplinary research in the Social Sciences",7
483910,8,European Journal of Interdisciplinary Studies,Romania,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
502289,44,East-West Cultural Passage,Romania,"Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",4
493339,1,Tehnologii informatice şi de comunicaţie în domeniul muzical,Romania,Pedagogical & Educational Research,1
480474,31,Acta Universitatis Sapientiae Philologica,Romania,"Interdisciplinary research in the Humanities, Linguistics",2
448061,585,Visual Communication,United Kingdom,"Anthropology, Art and Art History, Film and Theatre Studies, History, Linguistics, Sociology",6
444288,721,Language and Intercultural Communication,United Kingdom,Linguistics,1
471813,474,Qualitative Sociology Review,Poland,Sociology,1
496754,132,Studia i Materiały Wydział Zarządzania Uniwersytet Warszawski,Poland,"Business and Management, Economics, Law, Sociology, Interdisciplinary research in the Social Sciences",5
471073,70,Dicenda. Cuadernos de Filología Hispánica,Spain,"Linguistics, Literature",2
483964,219,Anales del Seminario de Historia de la Filosofía,Spain,Philosophy,1
485825,766,Estudios sobre el mensaje periodístico,Spain,Media Studies and Communication,1
485746,168,Cuadernos de relaciones laborales,Spain,"Political Sciences and International Relations, Sociology",2
472463,16,Cuadernos de Estudios Empresariales,Spain,"Business and Management, Economics",2
482883,91,Cuadernos de Filología Clásica . Estudios griegos e indoeuropeos,Spain,Classical Studies,1
437675,36,Anaquel de Estudios Árabes,Spain,"History, Linguistics, Literature",3
504973,283,Neotropical Biology and Conservation,Bulgaria,Environmental Studies,1
483093,465,Éducation et Sociétés. Revue internationale de sociologie de l’éducation,Belgium,Pedagogical & Educational Research,1
343485,2739,British Journal of Criminology,United Kingdom,Psychology,1
493183,18,Освітній простір України,Ukraine,Pedagogical & Educational Research,1
341461,3049,British Journal of Educational Psychology,United Kingdom,"Pedagogical & Educational Research, Psychology",2
438646,3019,British Journal of Educational Technology (BJET),United Kingdom,"Pedagogical & Educational Research, Psychology",2
476478,448,European Constitutional Law Review,United Kingdom,Law,1
496985,97,Revista CoPaLa. Construyendo Paz Latinoamericana,Spain,"Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Sociology",5
484890,3,Muzeum: Muzejní a vlastivědná práce,Czechia,Cultural Studies,1
498526,79,Biologie-Chemie-Zeměpis,Czechia,Pedagogical & Educational Research,1
490072,12,Kulturní studia,Czechia,"Anthropology, Cultural Studies, Sociology, Interdisciplinary research in the Humanities",4
482537,12,Reflexe: Filosofický časopis,Czechia,Philosophy,1
474400,190,"REICE. Revista Iberoamericana sobre Calidad, Eficacia y Cambio en Educación",Spain,Pedagogical & Educational Research,1
473997,426,Revista Eureka sobre Enseñanza y Divulgación de las Ciencias,Spain,Pedagogical & Educational Research,1
474955,706,Communications,Germany,Media Studies and Communication,1
446599,388,Revue de musicologie,France,Musicology,1
478653,352,Ricerche di Psicologia,Italy,Psychology,1
445285,254,Nottingham French Studies,United Kingdom,Literature,1
470894,241,"Journal for the Study of Religion, Nature and Culture (JSRNC)",United Kingdom,"Interdisciplinary research in the Humanities, Religious Studies and Theology",2
486252,129,Journal of Fandom Studies (JFS),United Kingdom,"Anthropology, Cultural Studies, Film and Theatre Studies, Interdisciplinary research in the Humanities, Sociology",5
477670,344,"Families, Relationships and Societies",United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
488892,21,ТЕОРІЯ І ПРАКТИКА ПРАВОЗНАВСТВА,Ukraine,Law,1
483968,109,Revista de Estudios Andaluces,Spain,"Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",2
423856,405,International Journal on Minority and Group Rights,Netherlands,Law,1
493758,20,"English Literature. Theories, Interpretations, Contexts",Italy,Literature,1
501961,110,WELFARE E ERGONOMIA,Italy,"Anthropology, Business and Management, Demography, Economics, Environmental Studies, Gender Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Media Studies and Communication, Political Sciences and International Relations, Social Statistics and Informatics, Sociology",14
493735,7,Archivio d'Annunzio,Italy,Literature,1
502991,16,"TEMA: Technologies, Engineering, Materials and Architecture",Italy,"Art and Art History, Human Geography and Urban Studies",2
504313,35,International Journal of Innovative Research in Education,Cyprus,Pedagogical & Educational Research,1
477950,50,Zeitschrift für interkulturelle Germanistik,Germany,"Linguistics, Literature",2
440531,552,Evangelische Theologie,Germany,Religious Studies and Theology,1
493507,28,"Identities: Journal for Politics, Gender and Culture",Macedonia,"Gender Studies, History, Cultural Studies, Sociology, Philosophy",5
489267,748,Languages,Switzerland,"Anthropology, Cultural Studies, Media Studies and Communication, Political Sciences and International Relations, Science and Technology Studies, Sociology, Linguistics, Pedagogical & Educational Research, Philosophy, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",12
491008,160,Tělesná kultura,Czechia,"Anthropology, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",3
490500,11,Opera Slavica: slavistické rozhledy,Czechia,"Cultural Studies, Linguistics, Literature",3
471057,51,"Cultura, lenguaje y representación",Spain,Literature,1
488310,35,Scripta: Revista Internacional de Literatura i Cultura Medieval i Moderna,Spain,"Cultural Studies, Literature",2
486049,114,International Journal of Production Management and Engineering,Spain,Business and Management,1
488410,42,Trípodos,Spain,Media Studies and Communication,1
340856,7749,Journal of Psychiatric Research,United Kingdom,Psychology,1
493853,114,Історія науки і техніки,Ukraine,"Archaeology, History, History & Philosophy of Science, Science and Technology Studies",4
503338,24,"Zbornik radova Pedagoškog fakulteta, Užice",Serbia,Pedagogical & Educational Research,1
503338,16,"Zbornik radova Pedagoškog fakulteta, Užice",Serbia,Pedagogical & Educational Research,1
500054,87,Decision Making: Applications in Management and Engineering,Serbia,"Library and Information Science, Business and Management, Economics, Environmental Studies",4
503537,12,iQual. Revista de Género e Igualdad,Spain,"Gender Studies, Law, Science and Technology Studies, Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",6
495022,32,"Revista Internacional de apoyo a la Inclusión, Logopedia, Sociedad y Multiculturalidad",Spain,"Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
486015,77,Sociología del Trabajo,Spain,Sociology,1
490759,12,Titivillus: revista internacional sobre libro antiguo,Spain,"Art and Art History, Cultural Studies, Library and Information Science",3
500198,8,Tourism and Heritage Journal,,"Anthropology, Cultural Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",4
483493,47,Cognitive Studies | Études cognitives,Poland,"Interdisciplinary research in the Humanities, Linguistics",2
484060,39,Slavia Meridionalis,Poland,"Cultural Studies, Interdisciplinary research in the Humanities",2
486978,26,Colloquia Humanistica,Poland,"Anthropology, Interdisciplinary research in the Humanities",2
487050,45,Sprawy Narodowościowe. Seria nowa,Poland,"Cultural Studies, History",2
481819,32,Studia z Filologii Polskiej i Słowiańskiej,Poland,"Interdisciplinary research in the Humanities, Linguistics",2
483981,155,Zagadnienia Informacji Naukowej - Studia Informacyjne,Poland,Library and Information Science,1
487024,34,Resocjalizacja Polska,Poland,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
489346,28,Papers of Social Pedagogy,Poland,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
490972,20,Management and Economics Review,Romania,"Business and Management, Economics",2
486066,92,Modern Management Review,Poland,Economics,1
489135,51,Kwartalnik Młodych Muzykologów UJ,Poland,"Interdisciplinary research in the Social Sciences, Musicology",2
505239,23,RIDAS. Revista Iberoamericana de Aprendizaje-Servicio,Spain,Pedagogical & Educational Research,1
475068,625,Post-Medieval Archaeology,United Kingdom,"Archaeology, Art and Art History",2
500309,1,Prace Literackie,Poland,"Art and Art History, Literature, Interdisciplinary research in the Humanities",3
485715,2,Prace Polonistyczne,Poland,"Linguistics, Literature",2
502381,1,Dydaktyka Polonistyczna,Poland,"Linguistics, Literature, Pedagogical & Educational Research, Interdisciplinary research in the Humanities",4
496640,15,Mediatization Studies,Poland,"Cultural Studies, Media Studies and Communication, Political Sciences and International Relations, Sociology, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",7
500365,22,Forum Poetyki,Poland,Literature,1
491186,7,Beyond Philology,Poland,"Linguistics, Literature, Pedagogical & Educational Research",3
501860,125,Studia Medioznawcze,Poland,Media Studies and Communication,1
492874,75,Open Information Science,Poland,"Library and Information Science, Media Studies and Communication",2
342092,1229,European Review,United Kingdom,History,1
439630,23,Cuadernos de Historia del Derecho,Spain,History,1
471186,6,Sintagma. Journal of Linguistics,Spain,Linguistics,1
480798,72,Brill's Journal of Afroasiatic Languages and Linguistics,Netherlands,Linguistics,1
446345,811,Reading & Writing Quarterly,United Kingdom,Pedagogical & Educational Research,1
440410,560,European History Quarterly,United Kingdom,History,1
493683,35,Zeszyty Pracy Socjalnej,Poland,"Gender Studies, Sociology, Interdisciplinary research in the Social Sciences",3
496753,46,Journal of Marketing and Consumer Behaviour in Emerging Markets,Poland,"Media Studies and Communication, Business and Management, Economics, Interdisciplinary research in the Social Sciences",4
485964,100,Acta Universitatis Lodziensis. Ksztalcenie Polonistyczne Cudzoziemcow,Poland,"Interdisciplinary research in the Humanities, Linguistics",2
484933,186,Forum Pedagogiczne,Poland,Pedagogical & Educational Research,1
497148,6,Meluzyna. Dawna literatura i kultura.,Poland,"History, Cultural Studies, Literature, Interdisciplinary research in the Humanities",4
500510,6,Annales Universitatis Paedagogicae Cracoviensis. Studia Poetica,,"Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",4
494033,6,International Journal of Korean Humanities and Social Sciences,Poland,"Linguistics, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
479826,447,NeoBiota,Bulgaria,Environmental Studies,1
440655,22,Filozofia,Slovakia,Philosophy,1
340265,27,Acta Orientalia,Norway,Linguistics,1
343663,598,Russian Linguistics : International Journal for the Study of the Russian Language,Netherlands,Linguistics,1
476429,1243,"Syria. Archéologie, art et histoire",France,"Archaeology, Art and Art History",2
487407,174,Cahiers de littérature orale,France,"Anthropology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature",5
440842,899,Gender & Development,United Kingdom,Gender Studies,1
480635,356,Porn Studies,United Kingdom,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
468595,489,Improving Schools,United Kingdom,Pedagogical & Educational Research,1
447745,2233,"Theory, Culture and Society. Explorations in Critical Social Science",United Kingdom,Anthropology,1
440623,587,Feminist Theory,United Kingdom,Gender Studies,1
