,EP_id,Publications_in_venue,OC_omid,issn,Open Access
4178,484109,112,062401302338,"['2048-7827', '1547-402X']",Unknown
4635,485699,112,062301654716,"['0210-4210', '1988-2890']",True
3032,475766,112,061202160232,['1836-9324'],True
2710,471784,112,06102435361,['2228-0987'],Unknown
3611,481665,112,062301654635,"['0034-8244', '1988-284X']",True
5500,488568,111,061101056683,"['0101-708X', '1984-8501']",True
6330,492996,111,061801734858,['1887-4460'],True
3538,481030,111,06901382817,"['1754-9221', '1754-923X']",Unknown
2677,471275,111,062101974729,"['2603-6967', '1137-2311']",True
6198,491279,111,0613039879,['2450-4491'],True
3222,477636,111,062401848012,"['1804-848X', '2336-1220']",True
7687,499445,111,061401294316,['1302-2636'],Unknown
7877,500403,111,0616056701,"['1944-7914', '1539-8250']",Unknown
5044,486833,111,06230716770,"['2040-3283', '2040-3275']",Unknown
3644,481816,111,061901944076,"['2397-4532', '0081-6477']",Unknown
6169,491176,110,0624050527,"['2463-2252', '1657-2513']",Unknown
8032,501961,110,062201875077,"['2421-3691', '2531-9817']",Unknown
3951,483284,110,06501711851,"['1579-3311', '2386-4745']",True
3214,477546,110,06202265773,"['2191-9399', '2191-9402']",Unknown
6880,496553,110,061401981345,"['2521-1056', '2306-3971']",True
4173,484103,110,06402443179,['1509-5304'],Unknown
5785,489742,110,061501620619,"['2164-4543', '2164-4551']",True
5939,490457,110,06260271339,"['2152-5188', '2156-6240']",Unknown
4423,485042,110,0660887125,['1948-9145'],Unknown
2662,471167,110,06101422223,"['2174-0917', '0213-2370']",Unknown
8087,502091,110,061101170658,"['2308-3867', '2308-3859']",True
7882,500416,110,062401036341,"['2372-191X', '2372-1901']",Unknown
7772,499836,110,062501759330,"['2666-4275', '2666-4283']",Unknown
4954,486511,110,062301076543,"['2213-4905', '2213-4913']",Unknown
4631,485695,110,06101086967,"['1139-9368', '1989-8193']",True
6554,493860,110,061101714833,['1918-3666'],True
5911,490367,109,061701436406,"['2226-3012', '2412-124X']",True
6562,493932,109,062301749323,"['2519-8971', '2519-898X']",Unknown
928,439631,109,061902129420,"['0214-4018', '1988-2475']",True
5236,487433,109,061402047736,"['2196-9655', '2196-9663']",True
5308,487846,109,0680950457,"['2310-757X', '2313-6871', '2311-911X']",True
5579,488803,109,062402206616,['0718-6894'],True
7133,497366,109,061902192762,"['2393-6401', '2175-8581']",True
4096,483968,109,062201861521,"['0212-8594', '2340-2776']",True
7694,499471,109,0614041562,"['1044-6753', '2475-1898']",Unknown
6207,491297,109,06402138423,"['2250-6950', '0327-4934']",True
15,339883,109,0690309254,"['1503-2086', '0809-1668']",True
5852,490150,109,062202567288,"['1851-2879', '0329-2665']",True
4218,484393,109,061701499865,"['2108-7083', '1779-4684']",Unknown
4725,485911,108,06102171770,['2013-6196'],True
4462,485145,108,06501694381,"['2230-6579', '2230-6587']",Unknown
6544,493819,108,06501619761,['2256-1536'],True
5854,490152,108,06601475227,['2033-8732'],Unknown
6786,495184,108,062301713617,['2602-277X'],Unknown
3049,475936,108,061101306686,['1841-964X'],True
7786,499938,108,06602467222,['1607-6079'],Unknown
8658,505143,108,06701316029,"['1297-9112', '2780-9986']",Unknown
7004,496932,108,062401432191,"['2516-6298', '2516-6301']",Unknown
6156,491148,108,061101615050,"['2620-0406', '0354-8872']",True
8199,502461,108,0615052405,['0860-3480'],Unknown
5403,488278,108,061402399132,['2414-584X'],True
3531,480947,108,06103185096,"['1878-1373', '1878-1527']",Unknown
7295,498185,108,061701994183,"['2644-6359', '2585-7088']",True
5479,488510,108,0625034273,"['2738-2753', '1829-3824']",Unknown
4015,483630,107,06303081839,['2192-2276'],Unknown
7431,498682,107,06401731913,"['1392-1681', '2424-6034']",True
4706,485860,107,062601820953,"['2007-7858', '2007-7521']",Unknown
3631,481749,107,061301292654,"['0066-6637', '1944-6497']",Unknown
4081,483944,107,06602412799,['0076-5147'],True
5929,490419,107,06902046954,['2551-6116'],True
7954,501744,107,061402422389,['0552-2188'],Unknown
3483,480524,107,062301559079,['1664-0136'],True
8078,502073,107,061701996604,['2519-5808'],True
3141,476735,107,06801361847,"['1878-5417', '2589-8051']",Unknown
7699,499485,107,062301943255,"['2310-9262', '2415-7554']",True
7756,499706,107,06602145307,"['2663-5143', '1563-3713']",Unknown
4201,484170,107,062101866367,"['2177-6202', '1679-8740']",True
5940,490460,107,06302314469,"['2543-7011', '2451-3539']",True
1340,442177,107,061401984242,"['2047-2153', '0021-1427']",Unknown
6166,491162,106,0640976203,['2564-7601'],True
3878,483001,106,06402234853,['1233-6688'],Unknown
7610,499200,106,061102131459,"['2334-6191', '1821-3448']",True
6960,496790,106,06402264344,"['2588-0780', '1390-0099']",Unknown
3314,478640,106,062038972,"['1705-8546', '1920-3136']",Unknown
2822,473378,106,061202753888,"['0081-8933', '2507-0428']",Unknown
8391,503477,106,06401451987,"['2744-8932', '1900-8325']",True
5121,487007,106,06302310588,"['2336-2960', '2336-2952']",True
5282,487661,106,061401569349,"['2014-4520', '0211-3481']",True
4328,484851,106,061101669670,['2174-5218'],True
5752,489607,106,061701591099,"['1849-0840', '0352-5317']",True
5572,488792,106,061202049100,"['0211-402X', '2014-881X']",True
2643,471066,106,062302236668,['2445-3064'],True
7880,500414,105,061602038727,"['2160-6757', '2160-6765']",Unknown
3698,482037,105,062301654546,"['1988-2734', '0214-400X']",True
4424,485043,105,0660887106,['1948-9137'],Unknown
1499,443036,105,061101725865,['1203-1542'],True
3471,480336,105,06501729999,['2077-2327'],True
6594,494074,105,06101705938,"['2392-1641', '2450-0097']",True
4315,484830,105,061101900646,"['2300-8695', '1641-4233']",True
7318,498299,105,061901171396,"['2410-8286', '2409-3351']",True
5829,490023,105,06402192565,"['2027-212X', '0124-0137']",True
3413,479822,105,06502875876,['2171-9594'],True
6541,493810,105,061901741852,"['0718-3089', '0716-1115']",Unknown
1744,444433,105,06101680853,['2295-5739'],Unknown
4981,486561,105,061301659555,['2174-7210'],True
8040,501994,105,06702238791,"['2145-4426', '2145-7778']",True
3201,477385,104,061301826105,"['1807-9326', '1874-656X']",Unknown
1890,445645,104,06601703838,"['2386-5822', '0031-4749']",True
5235,487428,104,06190884632,['1802-3061'],True
122,340657,104,061502663205,['0032-4000'],Unknown
5189,487210,104,06202310732,"['1803-1617', '2336-2375']",True
3597,481608,104,061501961097,['0023-5938'],Unknown
4642,485708,104,061201914855,['2316-932X'],True
6174,491208,104,062050410,"['2312-9972', '1995-459X']",True
3947,483271,104,06201317243,"['1575-6866', '1988-3242']",True
7650,499338,104,061302206429,"['2029-9370', '2351-6542']",Unknown
7503,498873,104,062601873639,"['2449-7584', '1427-2008']",Unknown
8086,502090,104,06302118166,"['2311-2581', '2311-3766']",True
4689,485828,104,061501265842,"['2254-1756', '2174-047X']",True
3558,481319,104,06101067968,"['2215-1486', '2215-1478']",Unknown
3765,482437,104,062201958837,"['0731-3500', '2214-5907']",Unknown
3500,480670,103,06701267538,"['2049-6737', '2049-6729']",True
1186,441172,103,062501674163,"['0018-2311', '2365-3108']",Unknown
4935,486478,103,06601823487,"['0104-4443', '1980-5934']",True
5607,488866,103,062301808046,['2307-6119'],Unknown
8221,502592,103,062401025449,['2619-0311'],True
3309,478604,103,061201079695,"['2150-6787', '2150-6779']",True
3599,481614,103,061301042161,['0024-6964'],Unknown
2416,451184,103,06901602758,['1135-7789'],Unknown
3265,477984,103,06130298032,"['2152-9272', '1947-6574']",Unknown
4536,485369,103,0680420051,"['2194-8305', '2194-8313']",Unknown
2888,474122,103,06101278958,['2667-4750'],Unknown
731,438076,103,06103744705,"['1570-0593', '1567-9896']",Unknown
7253,497967,103,06401820701,['2664-9837'],True
7236,497942,103,0690244306,['2444-9709'],True
5436,488360,103,06302405594,"['2312-0665', '2312-7546']",Unknown
5720,489489,103,06503018387,['1940-9095'],Unknown
5763,489626,103,0625046541,"['2306-4099', '2500-2856']",True
5425,488328,102,061801792192,"['2389-8755', '0120-1700']",Unknown
7722,499554,102,0613042644,['0289-7938'],Unknown
7060,497058,102,062101599246,"['2617-6688', '2414-5076']",True
3568,481448,102,061201299718,['1842-3191'],Unknown
5937,490443,102,062201131855,['2081-1128'],Unknown
4242,484488,102,062601009604,"['2295-9696', '0035-3620']",Unknown
6547,493829,102,061701981419,"['2309-1797', '2415-3397']",True
4905,486391,102,06170651365,['2332-399X'],Unknown
2803,472883,102,061201156846,"['1544-7537', '1544-7529']",Unknown
7102,497213,102,061401992605,['2659-6881'],True
7239,497951,102,0644025338,"['2683-4162', '0350-2120']",True
6564,493991,102,06802383594,['1314-7986'],Unknown
3832,482880,102,062401990763,['1131-768X'],True
4155,484073,102,061501697021,['1338-8339'],Unknown
3791,482557,102,061902009194,"['1647-8614', '0870-418X']",True
6113,491035,102,0622035801,"['2353-1908', '1505-9057']",True
8673,505253,101,0640912205,['2687-5675'],Unknown
4478,485205,101,0621057699,"['2559-6004', '1583-4387']",True
3834,482882,101,061802127712,"['1131-9062', '1988-2343']",Unknown
6866,496503,101,06602405822,"['1516-3083', '2237-4876']",True
6537,493804,101,06140594759,['2079-7877'],Unknown
7291,498181,101,062601845881,['2409-9961'],True
7107,497237,101,06501712361,['2386-4540'],True
4941,486487,101,06901416173,"['0167-3831', '1876-0759']",Unknown
3280,478234,101,06801830674,"['1584-1057', '2065-5002']",Unknown
8055,502024,101,06702753520,['1731-6332'],Unknown
2644,471071,101,06402264535,"['0120-338X', '2256-5469']",True
7426,498668,101,061501900225,"['2345-0266', '1648-2425']",True
4288,484754,101,0640677114,"['0464-1086', '2391-4815']",True
4464,485150,100,06401161057,"['2194-6299', '2151-7509']",Unknown
4747,485964,100,062202204408,"['0860-6587', '2449-6839']",True
7114,497286,100,061401922239,"['2056-3256', '2056-3264']",Unknown
4643,485709,100,061502184584,['2318-9975'],Unknown
6040,490848,100,061301089017,"['2406-0976', '1450-9814']",True
4720,485898,100,061601681523,"['1989-5143', '1887-8598']",Unknown
4699,485851,100,061903322947,"['1876-2816', '0025-9454']",Unknown
1194,441186,100,061503119778,"['0315-7997', '1939-2419']",Unknown
3000,475488,100,061902679340,"['1872-5457', '1872-5465']",Unknown
6146,491115,100,062302420619,"['2312-9182', '2312-9212']",True
5484,488527,100,0626050151,"['1843-6587', '2067-2284']",True
6273,491585,100,062501253091,"['2619-6573', '0121-117X']",True
3887,483035,100,06101821149,['1300-6355'],Unknown
3973,483410,100,06702552640,"['1748-3727', '2048-2906']",Unknown
4116,483998,99,0620978796,"['1747-5414', '0829-2922']",Unknown
5724,489511,99,061302413244,['1085-1968'],Unknown
943,439774,99,062303067850,"['0070-2749', '2468-9300']",Unknown
4109,483989,99,06801675729,"['0350-3895', '1580-335X']",Unknown
2750,472323,99,06102804069,['1519-5538'],True
1041,440335,99,0634011849,['1935-021X'],Unknown
8619,504774,99,06502160011,"['2312-3435', '2413-7634']",Unknown
2878,474020,99,0630249929,"['1390-924X', '1390-1079']",True
6311,492923,99,061801978249,"['0352-7379', '2560-306X']",True
4887,486331,99,06240588743,"['2213-140X', '2213-1418']",Unknown
3438,480079,99,06901277888,"['2451-2230', '1734-1582']",Unknown
4810,486102,99,06201665254,"['2719-4264', '1897-7146']",True
2457,451858,99,061501781003,"['2330-3964', '2330-3980']",Unknown
3509,480746,99,06502623660,"['2049-3010', '2049-3029']",Unknown
6126,491064,99,0670805645,['2149-5602'],Unknown
3682,482003,99,06201852552,"['0211-3538', '1988-4125']",True
5712,489447,99,062401699449,['2243-4712'],True
7916,500557,98,06902175855,"['2238-0094', '1519-5902']",True
4541,485391,98,061901945176,"['2213-8714', '2213-8706']",Unknown
6437,493428,98,06150849667,['2068-7249'],Unknown
3116,476546,98,06802622942,"['1989-4007', '1889-1861']",True
3623,481715,98,062601827239,"['0041-4751', '2224-7912']",Unknown
5492,488551,98,06402361837,"['2166-2282', '2166-2290']",True
7719,499547,98,06902020867,"['2365-3140', '2364-2807']",True
6553,493859,98,06102563834,"['1125-3789', '2385-3042']",True
2075,446678,98,061601613154,['2165-7599'],Unknown
3206,477488,98,064041731,"['1133-6595', '2013-035X']",True
7439,498710,98,06701746326,"['2522-9346', '2522-9338']",Unknown
3319,478705,98,06250709448,"['2040-4425', '2040-4417']",Unknown
5089,486928,98,062503115695,"['2050-9790', '2050-9804']",Unknown
3997,483552,98,06801605273,"['0121-3628', '2256-358X']",True
7835,500246,98,06502782967,"['1983-9472', '2526-7280']",True
5679,489168,98,063209891,['1755-1560'],True
2459,451874,98,06302808262,"['2031-0064', '1378-2274']",Unknown
7726,499566,98,062044252,"['2572-4428', '1553-6505']",Unknown
8386,503470,98,062201473625,"['0324-8321', '2450-6966']",True
7567,499097,98,061801886228,['2183-4938'],True
1205,441206,97,061902439744,"['0740-0675', '2152-1026']",Unknown
6410,493342,97,06502603998,['2360-0853'],Unknown
5853,490151,97,062401962549,"['2386-3927', '2386-3919']",True
2793,472799,97,061201283825,['0717-7194'],True
6656,494290,97,06402538855,"['1414-3488', '2238-3018']",Unknown
6467,493591,97,062501937790,"['2159-242X', '2158-8708']",True
4547,485403,97,06201825511,['1847-7755'],True
7028,496985,97,062201762091,['2500-8870'],True
4046,483795,97,06801611953,"['1337-7590', '2199-6504']",True
3823,482869,97,061601682071,"['1130-0507', '1989-4651']",Unknown
8063,502040,97,061901331786,['2147-8058'],Unknown
4059,483886,97,06202772351,"['2333-3065', '2333-3073']",Unknown
3416,479843,97,062501708068,"['2591-2240', '2591-2259']",Unknown
4588,485551,97,06802833725,"['2212-9758', '2212-974X']",Unknown
3953,483288,97,062501708051,"['1580-8122', '2591-2194']",Unknown
6167,491170,97,062301484715,['2444-0221'],True
7379,498504,97,06202180426,"['1984-0187', '1518-5648']",True
5174,487149,97,06802313289,"['0121-5167', '2462-8433']",True
6891,496609,96,062601985762,"['2543-5973', '2353-7272']",Unknown
7859,500319,96,06401714184,['2570-6179'],True
3429,480017,96,062101757031,['0868-4731'],True
3838,482891,96,062301654502,"['1988-270X', '1132-8312']",Unknown
5796,489833,96,064061428,"['1314-8796', '1314-8788']",Unknown
6962,496796,96,062101628243,"['2544-624X', '2544-6258']",Unknown
5875,490261,96,062302687383,['1886-1881'],True
3517,480839,96,061902141612,"['2183-0088', '1646-9798']",True
4656,485747,96,06102435382,"['2228-1339', '1736-8987']",True
6288,491621,96,061201063795,['2146-4936'],True
4366,484912,96,06501760713,"['2001-015X', '2001-0168']",True
7370,498448,96,06302270635,"['2215-3535', '0258-6444']",True
4158,484078,96,061101418130,"['2353-7043', '1426-1898']",True
5968,490546,96,061502451926,['2146-9806'],Unknown
3342,478845,96,06401646553,"['1741-6124', '1749-6268']",Unknown
3160,476935,96,06302308127,"['2040-5111', '2040-512X']",Unknown
8566,504558,96,061401815352,"['2522-4786', '2076-7382']",Unknown
5444,488394,96,0616048875,"['2312-1599', '2312-9387']",Unknown
3288,478348,96,06301012486,"['1755-1641', '1350-7524']",Unknown
5909,490351,95,061101966037,"['1982-6745', '1414-7106']",True
7195,497704,95,06802212854,['2395-8448'],True
5423,488323,95,062501127495,"['2694-720X', '1805-790X']",Unknown
4475,485196,95,0630687170,"['2052-4919', '2052-4900']",Unknown
5251,487505,95,0622049018,"['2256-4322', '1692-0279']",True
2074,446675,95,066042200,"['0035-7707', '2544-5200']",Unknown
8327,503139,95,06102297520,['2065-0574'],Unknown
5871,490224,95,061802091698,"['0869-5377', '2499-9628']",Unknown
4440,485070,95,0615052138,"['2657-6023', '1641-2478']",True
4429,485048,95,06210874340,"['1802-5951', '1802-5943']",Unknown
6396,493315,95,06201277367,['2587-1536'],True
6693,494594,95,062401423687,"['2308-8842', '2304-3369']",Unknown
3181,477076,95,06701605282,['2000-7493'],True
6215,491324,95,06801819797,"['2449-2396', '2449-2612']",Unknown
3524,480883,95,061501468223,['2266-839X'],True
3083,476310,95,061902679180,"['1569-7312', '1872-5163']",Unknown
213,341406,95,062501438095,"['2245-6937', '0907-6182']",True
7936,500696,95,06702112143,"['2358-0194', '0104-7043']",Unknown
4674,485805,95,06302308159,"['2040-5677', '2040-5669']",Unknown
5171,487137,95,0612053334,"['2389-7864', '1794-161X']",True
7083,497126,95,06402398410,"['2544-7122', '2545-0719']",True
4875,486267,94,06150601530,['2079-8784'],Unknown
5166,487124,94,061702217684,"['1657-4923', '2389-7872']",True
4701,485854,94,06301312506,"['1988-3285', '1138-9664']",Unknown
917,439563,94,061302165154,"['1870-4905', '0011-1503']",Unknown
5894,490317,94,06501654052,"['1131-7698', '2340-1354']",True
5664,489095,94,06401681352,"['1331-2294', '1848-9710']",True
4659,485762,94,06101656238,['2172-9077'],True
6647,494251,94,062402126809,['2605-1044'],True
3792,482558,94,061401901174,"['0870-4546', '2183-2021']",Unknown
2384,449846,93,06201143859,"['2159-4341', '2331-4001']",Unknown
5271,487593,93,0650785728,"['2405-6480', '2405-6472']",Unknown
3697,482036,93,062401641535,"['0214-3038', '1988-2971']",True
5697,489282,93,06302213574,"['2451-8921', '2451-8913']",Unknown
2628,470925,93,062401444212,"['1743-0615', '1743-0623']",Unknown
5694,489278,93,06202465089,"['1516-3210', '1984-4182']",Unknown
5418,488315,93,0610826742,['2084-4506'],Unknown
3659,481877,93,0639035801,"['0138-0680', '2449-836X']",True
2387,450554,93,06503217520,"['1634-4561', '2648-2789']",Unknown
4057,483873,93,062201053556,"['2083-4624', '1897-1059']",Unknown
4930,486459,93,061602102977,"['1677-9479', '2177-6652']",Unknown
8092,502104,93,06803053062,['2011-0731'],True
4502,485268,93,062601820980,['2007-7890'],Unknown
4908,486397,93,06201487570,['2066-0464'],True
8418,503563,93,06601723473,"['2539-519X', '2256-1676']",True
3128,476615,93,06601279917,"['1740-2859', '1740-2867']",Unknown
7983,501809,93,062301529441,"['2524-0757', '2524-0749']",True
4525,485340,93,063035614,"['0257-3784', '2212-9731']",Unknown
7971,501789,93,061101908048,"['0147-3085', '2695-7183']",True
2839,473655,92,062101790675,['1695-6494'],True
4911,486410,92,068046275,"['2410-0919', '2410-7476']",Unknown
2907,474357,92,062401448011,['1470-9120'],True
4952,486509,92,061301479094,"['2210-9730', '1708-7384']",Unknown
3497,480641,92,061801074573,"['2213-4387', '2213-4638']",Unknown
7320,498304,92,062101579529,['2520-6524'],Unknown
4167,484096,92,06901277800,"['2451-1951', '1505-6872']",True
4885,486310,92,061901645546,"['2326-7259', '1086-4946']",Unknown
3099,476418,92,06502426003,"['1536-8742', '2151-6073']",Unknown
2406,451005,92,062301936377,"['0211-2175', '2340-5236']",True
5600,488848,92,062101967920,"['2217-2769', '2406-2324']",True
4146,484059,92,061301565505,"['2450-1328', '1232-8766']",True
7589,499151,92,061602699085,"['1885-9542', '1885-365X']",True
7285,498155,92,061201786084,"['2611-1128', '1594-5685']",True
6075,490954,92,0639035907,"['2449-867X', '1899-1548']",True
6416,493356,92,06601851952,['1988-7701'],Unknown
4407,485016,92,06901431561,"['2353-5636', '2300-7648']",True
4818,486127,92,061101674042,"['2051-7084', '2051-7092']",Unknown
4797,486066,92,062202013871,"['2353-0758', '2300-6366']",True
5548,488750,92,063044466,['2182-9543'],True
3835,482883,91,062201651268,"['1988-2637', '1131-9070']",Unknown
4481,485210,91,0639035917,"['1732-0917', '2449-8696']",True
4049,483821,91,0627024216,"['2329-4434', '2329-440X']",Unknown
3142,476737,91,06201593628,"['1757-1960', '1757-1952']",Unknown
4452,485104,91,061402114313,"['1889-4178', '1989-9335']",Unknown
2904,474343,91,06102324484,"['1846-7520', '1331-8004']",True
7755,499705,91,062601437508,['1308-8971'],Unknown
4405,485005,91,061501440002,"['2300-7605', '2083-8530']",True
7294,498184,91,061302210069,['2146-4456'],Unknown
7272,498027,91,061701639728,['2616-5317'],Unknown
7807,500057,91,063401417,"['2544-0640', '2081-3430']",True
6201,491282,91,061501567186,"['2282-5940', '0025-7834']",Unknown
2698,471685,91,061602239828,"['0986-6124', '1958-9239']",Unknown
7369,498445,91,065045634,"['2415-7317', '2411-8060']",Unknown
5684,489224,91,06801854665,['1989-9882'],True
7801,500032,91,062602145111,['2179-426X'],Unknown
438,343451,91,061802136514,"['2182-7907', '0873-6529']",True
7669,499399,91,061201658440,"['2173-1675', '2174-5323']",Unknown
6204,491286,91,061902089782,"['1794-6638', '2619-4066']",True
5441,488379,91,062601817256,"['2367-8704', '2367-5705']",True
3322,478744,91,062101926565,"['2193-5505', '2191-7442']",Unknown
6305,492769,91,06110832974,['2468-6891'],True
3078,476249,91,062501751592,['0208-7375'],True
6466,493587,90,0611044674,['2147-1037'],Unknown
773,438399,90,061401459172,['1575-5886'],True
7306,498226,90,062401669608,['2651-2939'],True
8006,501853,90,06602302307,['2353-3773'],True
4054,483853,90,06502304967,"['2214-2290', '2214-2282']",Unknown
6589,494060,90,06102263719,['2313-4569'],Unknown
2908,474361,90,061101418373,"['1851-1716', '0327-5566']",True
8137,502287,90,062302082702,['2527-1075'],True
4943,486489,90,061802664031,"['1872-5473', '1872-5082']",Unknown
3286,478314,90,06201487545,['2065-9644'],Unknown
4211,484358,90,061203072344,['0066-1554'],Unknown
2870,473984,90,061101226797,['1698-7454'],True
6114,491037,90,06402163440,"['0188-9834', '2395-8669']",True
6943,496760,90,062601196950,['1300-8781'],Unknown
6209,491305,90,061302629722,['2148-5631'],True
2392,450676,90,061601871421,"['1848-865X', '0547-2504']",True
5412,488305,90,0640417635,"['2054-1988', '2054-1996']",Unknown
3267,478032,90,0690470503,"['2210-5832', '2210-5824']",Unknown
4628,485687,90,06801769333,"['2300-1240', '2300-3065']",True
8074,502064,90,062201974795,"['2582-1334', '2320-2653']",Unknown
5933,490434,89,06401179479,"['2329-0056', '2329-0048']",Unknown
5454,488414,89,062202141663,['2167-4256'],Unknown
7732,499574,89,06201086232,"['2451-0262', '2543-4292']",True
7524,498972,89,068056136,"['2541-982X', '2076-2577']",True
5022,486728,89,0621045386,['2300-1496'],True
5447,488397,89,062302420603,"['2312-1661', '2312-8984']",Unknown
4920,486445,89,06701331059,"['2222-1875', '2222-1867']",True
5064,486874,89,062601710851,"['2392-1412', '2083-103X']",Unknown
5716,489480,89,061702017176,['2351-5597'],True
5925,490408,89,061801630343,"['0871-1623', '2183-4016']",True
7696,499481,89,0680422017,['1548-0712'],Unknown
2997,475468,89,068039006,"['1932-9156', '2194-5861']",Unknown
6481,493623,89,062401927780,"['2530-9269', '1577-4147']",True
1794,444879,89,064062307,['0029-9138'],Unknown
4504,485273,89,06502305004,"['2214-2312', '2214-2304']",Unknown
6799,495238,89,06401317459,['2596-3856'],True
968,439886,89,06501160331,['2169-5377'],Unknown
6577,494030,89,0690894197,['1982-873X'],True
840,438950,89,06301613589,['1212-7817'],Unknown
3571,481470,89,061801480679,['2042-5937'],True
3948,483274,89,061102194171,"['1989-6115', '1576-4184']",Unknown
3692,482021,89,061201709842,"['2445-3595', '0213-2060']",True
4450,485100,88,062501953802,"['2336-4424', '1803-7402']",Unknown
5999,490688,88,06101614718,"['2496-4476', '2553-6087']",Unknown
8285,502931,88,06702196174,"['2395-8200', '2594-1631']",True
4980,486560,88,06402172115,"['2341-3050', '2341-2747']",True
6434,493410,88,06120963202,['2175-5604'],True
4873,486265,88,061901796950,"['1576-6357', '1695-4300']",True
4246,484508,88,062101848655,"['2212-7283', '1876-9055']",Unknown
5562,488770,88,062301707731,"['2145-5112', '0124-4035']",True
5945,490486,88,06902247430,"['1390-4299', '1390-3691']",True
5888,490302,88,06501654228,"['1134-0991', '2340-2539']",Unknown
7970,501781,88,061601608081,"['1609-8196', '1560-9103']",True
5693,489277,88,0630250041,"['1390-9541', '1390-3365']",Unknown
3793,482560,88,061401901193,"['2183-461X', '0870-5283']",Unknown
4063,483899,88,062401847875,['1804-7106'],True
5244,487483,88,062101934350,"['1699-9495', '2340-4272']",Unknown
4120,484014,88,062044417,"['0949-0345', '2196-6869']",Unknown
7510,498897,87,061401050928,['2695-2769'],True
3529,480936,87,06402393440,"['2346-1691', '0122-8102']",Unknown
2547,470010,87,0642060635,"['1749-3471', '1749-3463']",True
8084,502084,87,06101739640,['0137-4729'],Unknown
5673,489123,87,06701632036,"['2322-9381', '2322-9675']",Unknown
6998,496886,87,061801664005,"['1644-0749', '2450-0771']",True
5130,487028,87,06230500447,"['2050-4837', '2050-4845']",Unknown
2401,450991,87,061102049939,"['2658-2899', '0031-0522']",True
6024,490757,87,06201807605,['1300-7491'],True
7806,500054,87,062201966998,"['2620-0104', '2560-6018']",True
8454,503850,87,06501857620,['2632-279X'],True
7048,497028,87,0670236662,"['2444-877X', '2444-8788']",True
4865,486245,87,061501906512,"['0719-2789', '0716-1557']",True
4639,485705,87,066049750,['2316-3712'],True
5145,487063,86,06201491559,['2446-9580'],True
5680,489169,86,061501888017,"['1943-9938', '1943-9946']",True
5504,488586,86,062501590100,"['1794-3841', '2422-409X']",True
7943,501710,86,062401694536,"['1900-6896', '2590-9452']",True
3656,481868,86,0610826672,"['2084-4158', '0137-2475']",True
2587,470574,86,06230101797,"['1741-0819', '2405-5093']",Unknown
7415,498647,86,062301700900,"['1392-0448', '1648-9101']",True
6290,491667,86,06401496721,"['2340-7743', '2340-8472']",Unknown
4519,485328,86,061703796922,['1132-1989'],Unknown
4281,484744,86,061301762654,['1899-8658'],Unknown
6296,491709,86,06110332540,"['1744-2532', '2516-5305']",Unknown
5329,488002,86,062501427931,['2410-132X'],True
4780,486041,86,06101743419,['2084-3364'],True
3343,478848,86,06150839377,"['2050-0742', '2050-0750']",Unknown
5580,488804,86,06702262001,['1136-758X'],True
8062,502038,86,061901795516,"['2389-9468', '1909-7050']",True
6815,495337,86,06110975344,['2175-5027'],True
8669,505237,85,06502776529,['2466-4693'],Unknown
5340,488031,85,06702254928,['1982-1956'],True
6530,493764,85,06302314481,"['2414-0023', '2414-004X']",True
4422,485041,85,06403177717,['2164-0262'],Unknown
7117,497298,85,06701711992,['2346-3910'],True
6572,494009,85,06901976487,['1982-6524'],True
4240,484483,85,06160505794,"['2109-9502', '0048-7988']",Unknown
4816,486122,85,065042776,"['0353-1589', '2334-8801']",True
6871,496521,85,06402295843,"['2631-6897', '2631-6900']",Unknown
7185,497635,85,061301472367,['2521-1234'],True
6411,493344,85,06101422244,"['2174-0925', '0214-3402']",True
4333,484857,85,06302310559,['2336-2685'],True
5820,490010,85,062601863678,"['2451-6600', '1515-2251']",True
7626,499243,85,062301390581,"['1949-4270', '1949-4289']",Unknown
5984,490603,85,062302815642,['2253-6469'],Unknown
5090,486929,85,06130404544,"['2313-0636', '0236-2910']",Unknown
3303,478551,85,06202208786,"['1893-0271', '1893-0263']",True
7609,499194,85,06201607947,"['1853-3655', '1666-6186']",True
2573,470364,85,06101344133,"['1074-164X', '2161-4741']",Unknown
3042,475857,85,062102196304,['2152-9620'],True
7646,499331,85,06702265826,['2667-7326'],Unknown
3224,477651,85,061101288927,"['1479-0963', '1745-8218']",Unknown
5515,488601,85,062401962571,['2386-3935'],Unknown
8260,502879,85,061901795491,"['2389-9441', '0123-5095']",True
6414,493350,85,061401627815,['2602-3792'],True
3840,482894,85,06501653928,"['2340-0013', '1133-0481']",Unknown
5135,487048,85,0629025197,['0350-0802'],Unknown
2845,473713,85,061402550382,['1659-0201'],True
7001,496897,85,062501682451,['2651-3234'],Unknown
4968,486533,84,06203148478,"['2214-1332', '2214-1324']",True
6686,494572,84,06301227417,['2459-0134'],True
3573,481479,84,0626062561,['2336-2839'],Unknown
5296,487724,84,0626062430,"['2450-9221', '2080-9069']",Unknown
4184,484119,84,061201207724,"['2286-0134', '1583-980X']",True
8623,504806,84,061501902709,['1138-9435'],Unknown
6331,493005,84,061801804366,['2588-1000'],Unknown
8465,503895,84,061802091610,['2499-507X'],True
2860,473934,84,061201914899,"['0556-5782', '2316-9397']",Unknown
6858,496483,84,06120963235,['2175-5787'],True
